,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,141.0,Shark,2,137.0,515,.490,.812,1.4252427184466019,0.358,16.984466019417475,1.2271844660194176,4.588349514563107,4.054368932038835,1.079611650485437,0.6368932038834951,1.7844660194174757,2.229126213592233,0.17475728155339806,3216,6561,3216/6561,1581,1948,1581/1948,734,2050
2,139.0,Sea Horse,1,140.0,528,.476,.786,1.8541666666666667,0.38,17.047348484848484,1.365530303030303,4.871212121212121,3.2954545454545454,0.9109848484848485,0.6193181818181818,1.9015151515151516,2.0681818181818183,0.16856060606060605,3414,7167,3414/7167,1194,1519,1194/1519,979,2573
3,131.0,STaNo. 1水嫩嫩鮭魚生魚片,4,130.0,537,.486,.781,1.685288640595903,0.382,16.85661080074488,1.3854748603351956,4.772811918063315,3.4171322160148976,0.9087523277467412,0.521415270018622,1.8752327746741155,2.182495344506518,0.18063314711359404,3310,6807,3310/6807,1527,1954,1527/1954,905,2371
4,128.5,Sponge,3,132.0,532,.473,.782*,1.843984962406015,0.379,15.539473684210526,1.0206766917293233,4.80827067669173,3.3345864661654137,0.924812030075188,0.7368421052631579,1.849624060150376,2.1221804511278197,0.16353383458646617,2972,6284,2972/6284,1342,1716,1342/1716,981,2587
5,123.0,Sea Urchin,5,125.5,519,.509,.748,0.8689788053949904,0.397,13.10597302504817,1.5953757225433527,4.579961464354528,3.6666666666666665,0.9691714836223507,0.6416184971098265,1.8631984585741812,2.1907514450867054,0.17148362235067438,2558,5029,2558/5029,1235,1651,1235/1651,451,1136
6,118.0,Sea Weed,7,120.0,518,.487,.784,1.2316602316602316,0.354,14.828185328185327,1.3918918918918919,4.281853281853282,4.028957528957529,1.11003861003861,0.6814671814671814,1.8629343629343629,2.33976833976834,0.17953667953667954,2943,6048,2943/6048,1157,1476,1157/1476,638,1803
7,113.5,Little Whale,12,96.0,499,.469*,.815,1.6172344689378757,0.374,14.839679358717435,1.160320641282565,4.228456913827655,3.0340681362725452,0.9338677354709419,0.7354709418837675,1.5751503006012024,2.0280561122244487,0.09218436873747494,2704,5765,2704/5765,1190,1461,1190/1461,807,2155
8,112.0,JS Shrimp,6,124.5,543,.468,.799,1.9023941068139962,0.375,16.677716390423573,1.2283609576427257,4.585635359116022,3.5211786372007365,0.8710865561694291,0.6169429097605893,1.9521178637200736,2.300184162062615,0.1841620626151013,3279,7009,3279/7009,1465,1833,1465/1833,1033,2756
9,107.5,Oysters,8,112.0,509,.463*,.846,2.381139489194499,0.396,16.658153241650293,0.9390962671905697,4.208251473477406,3.831041257367387,0.925343811394892,0.41846758349705304,1.9410609037328095,2.194499017681729,0.11591355599214145,3067,6622,3067/6622,1133,1339,1133/1339,1212,3063
10,107.5,螃蟹,9,106.0,517,.469*,.780,1.6112185686653773,0.364,15.55899419729207,1.495164410058027,5.081237911025145,3.6731141199226305,0.8781431334622823,0.44294003868471954,1.943907156673114,2.3056092843326885,0.27852998065764023,2991,6373,2991/6373,1229,1576,1229/1576,833,2288
11,106.0,鯉魚王,11,103.5,517,.456,.806,1.88394584139265,0.376,13.839458413926499,1.172147001934236,4.290135396518375,3.216634429400387,1.1199226305609284,0.6731141199226306,1.5996131528046422,2.4294003868471954,0.12959381044487428,2529,5549,2529/5549,1123,1393,1123/1393,974,2593
12,102.5,翻車魚丸,10,104.5,527,.463*,.763,1.6717267552182162,0.366,15.347248576850095,1.2770398481973435,4.867172675521822,2.9070208728652753,0.8918406072106262,0.635673624288425,1.77988614800759,2.269449715370019,0.19924098671726756,2994,6473,2994/6473,1219,1597,1219/1597,881,2409
13,95.0,Sea Cucumber,12,96.0,521,.471,.785,1.7696737044145874,0.385,15.309021113243762,1.1573896353166986,4.464491362763916,3.397312859884837,0.8522072936660269,0.6218809980806143,1.965451055662188,2.280230326295585,0.15930902111324377,2905,6173,2905/6173,1244,1585,1244/1585,922,2395
14,88.5,Mermaid,14,95.0,523,.469*,.829,1.3824091778202676,0.34600000000000003,14.300191204588911,1.3518164435946463,4.124282982791587,3.0726577437858507,0.7304015296367112,0.7361376673040153,1.7954110898661568,2.2332695984703634,0.1338432122370937,2680,5710,2680/5710,1396,1684,1396/1684,723,2087
15,78.0,透抽,15,85.0,530,.469*,.782*,1.609433962264151,0.359,16.628301886792453,0.9792452830188679,4.235849056603773,3.516981132075472,0.8811320754716981,0.6094339622641509,1.9981132075471697,2.1641509433962263,0.11886792452830189,3164,6745,3164/6745,1632,2087,1632/2087,853,2373
16,77.0,吻仔魚去頭去尾留中段,16,61.0,424,.483,.771,1.1462264150943395,0.335,14.11556603773585,1.0683962264150944,3.806603773584906,2.990566037735849,0.7547169811320755,0.6981132075471698,1.679245283018868,1.8962264150943395,0.12028301886792453,2215,4586,2215/4586,1069,1386,1069/1386,486,1450
