,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,151.5,Sea Horse,1,149.0,257,.474,0.7809999999999999,1.9805447470817121,.386*,17.88715953307393,1.2217898832684826,5.163424124513619,3.4085603112840466,0.9221789883268483,0.622568093385214,1.8988326848249026,1.9688715953307394,0.17120622568093385,1728,3642,1728/3642,632,809,632/809,509,1317
2,134.5,Little Whale,2,140.0,262,.473*,0.812,1.7328244274809161,.382,15.236641221374045,1.2061068702290076,4.477099236641221,3.068702290076336,0.9274809160305344,0.8129770992366412,1.5458015267175573,2.0877862595419847,0.11450381679389313,1450,3065,1450/3065,638,786,638/786,454,1189
3,133.0,Sea Urchin,3,133.0,261,.498,0.779,0.9080459770114943,.389,13.827586206896552,1.5057471264367817,4.64367816091954,3.9118773946360155,0.9157088122605364,0.6781609195402298,1.8850574712643677,2.2988505747126435,0.17624521072796934,1325,2663,1325/2663,722,927,722/927,237,609
4,132.0,Sponge,4,121.5,247,.473*,0.775,1.8582995951417005,.386*,15.530364372469636,1.0526315789473684,4.846153846153846,3.1376518218623484,0.902834008097166,0.7935222672064778,1.854251012145749,2.174089068825911,0.1659919028340081,1391,2940,1391/2940,595,768,595/768,459,1190
5,126.0,Sea Weed,5,120.5,241,.479,0.7959999999999999,1.3526970954356847,.356,15.12448132780083,1.3236514522821576,4.053941908713693,3.966804979253112,1.1742738589211619,0.7136929460580913,1.896265560165975,2.2821576763485476,0.1825726141078838,1398,2920,1398/2920,523,657,523/657,326,915
6,121.5,Oysters,6,118.0,247,.465*,0.831,2.291497975708502,.390,16.13765182186235,1.0323886639676114,4.417004048582996,3.8502024291497974,0.8704453441295547,0.4291497975708502,1.902834008097166,2.2712550607287447,0.1417004048582996,1454,3127,1454/3127,512,616,512/616,566,1451
7,118.5,Shark,8,113.0,246,.487*,0.813,1.4065040650406504,.369,15.788617886178862,1.1666666666666667,4.402439024390244,3.731707317073171,1.056910569105691,0.6707317073170732,1.7113821138211383,2.4552845528455283,0.11788617886178862,1437,2951,1437/2951,664,817,664/817,346,938
8,118.5,螃蟹,9,111.5,246,.465*,0.787,1.7723577235772359,.374,15.573170731707316,1.4390243902439024,4.951219512195122,3.654471544715447,0.8821138211382114,0.3699186991869919,2.0284552845528454,2.317073170731707,0.25609756097560976,1410,3034,1410/3034,575,731,575/731,436,1167
9,116.0,JS Shrimp,6,118.0,249,.469,0.7759999999999999,1.7228915662650603,.372,15.91566265060241,1.5100401606425702,4.738955823293173,3.534136546184739,0.7871485943775101,0.6506024096385542,1.927710843373494,2.353413654618474,0.24096385542168675,1437,3061,1437/3061,660,851,660/851,429,1154
10,100.5,透抽,13,92.5,240,.478,0.78,1.6125,.379*,16.6875,1.0166666666666666,4.233333333333333,3.5375,0.8041666666666667,0.5916666666666667,2.033333333333333,2.2333333333333334,0.14166666666666666,1424,2978,1424/2978,770,987,770/987,387,1022
11,98.0,鯉魚王,11,102.5,263,.454,0.7879999999999999,1.790874524714829,.376,13.889733840304183,1.285171102661597,4.171102661596958,2.96958174904943,1.079847908745247,0.5779467680608364,1.6045627376425855,2.3193916349809887,0.12167300380228137,1291,2842,1291/2842,600,761,600/761,471,1254
12,91.5,STaNo. 1水嫩嫩鮭魚生魚片,10,110.0,280,.466*,0.757,1.5178571428571428,.360,15.721428571428572,1.2142857142857142,4.567857142857143,3.632142857142857,0.9107142857142857,0.5607142857142857,1.9678571428571427,2.3,0.15,1600,3435,1600/3435,777,1026,777/1026,425,1180
13,89.0,Mermaid,12,100.0,264,.464,0.828,1.3825757575757576,.352,13.946969696969697,1.428030303030303,4.1477272727272725,2.9583333333333335,0.821969696969697,0.7803030303030303,1.7007575757575757,2.4356060606060606,0.14393939393939395,1300,2804,1300/2804,717,866,717/866,365,1038
14,80.5,翻車魚丸,14,92.0,268,.459,0.762,1.75,.379*,14.522388059701493,1.1455223880597014,4.115671641791045,2.466417910447761,0.7611940298507462,0.582089552238806,1.5186567164179106,2.2425373134328357,0.13805970149253732,1432,3119,1432/3119,559,734,559/734,469,1237
15,79.5,吻仔魚去頭去尾留中段,15,76.0,236,.487*,0.7829999999999999,1.2754237288135593,.343,14.351694915254237,1.0677966101694916,3.8008474576271185,2.8686440677966103,0.7457627118644068,0.6694915254237288,1.6864406779661016,1.88135593220339,0.11440677966101695,1233,2530,1233/2530,620,792,620/792,301,877
16,77.5,Sea Cucumber,16,70.5,240,.466*,0.76,1.6416666666666666,.368,15.183333333333334,1.0333333333333334,4.604166666666667,3.379166666666667,0.7666666666666667,0.475,2.0708333333333333,2.2375,0.1625,1337,2871,1337/2871,576,758,576/758,394,1071
