,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,139.0,Sea Horse,1,142.0,311,.477,.785,1.9260450160771705,.377,17.858520900321544,1.2411575562700965,5.147909967845659,3.4083601286173635,0.9228295819935691,0.6077170418006431,1.9356913183279743,2.032154340836013,0.17041800643086816,2105,4413,2105/4413,745,949,745/949,599,1589
2,133.0,Sea Urchin,2,132.0,311,.503,.777,0.9196141479099679,.393,13.967845659163988,1.5530546623794212,4.569131832797428,3.9614147909967845,0.9389067524115756,0.6720257234726688,1.8842443729903537,2.279742765273312,0.1832797427652733,1608,3196,1608/3196,842,1084,842/1084,286,728
3,131.0,Sponge,3,129.5,306,.473,.786,1.9052287581699345,.389,15.715686274509803,1.0130718954248366,4.764705882352941,3.2026143790849675,0.8660130718954249,0.7679738562091504,1.8823529411764706,2.1633986928104574,0.1503267973856209,1730,3661,1730/3661,766,975,766/975,583,1500
4,129.0,Shark,6,120.0,294,.488,.816,1.401360544217687,.365,16.38095238095238,1.183673469387755,4.462585034013605,4.037414965986395,1.0374149659863945,0.6292517006802721,1.772108843537415,2.3401360544217686,0.14965986394557823,1780,3645,1780/3645,844,1034,844/1034,412,1130
5,127.0,JS Shrimp,4,126.0,303,.471,.778,1.8382838283828382,.382,16.264026402640265,1.4290429042904291,4.62046204620462,3.5742574257425743,0.8250825082508251,0.6237623762376238,1.9042904290429044,2.257425742574257,0.23102310231023102,1782,3783,1782/3783,807,1037,807/1037,557,1459
6,124.0,Little Whale,4,126.0,309,.476,.814,1.7475728155339805,.386,15.190938511326861,1.1488673139158576,4.401294498381877,3.0226537216828477,0.919093851132686,0.8090614886731392,1.5242718446601942,2.103559870550162,0.10032362459546926,1694,3562,1694/3562,766,941,766/941,540,1400
7,118.5,Sea Weed,8,117.0,296,.481,.794*,1.3445945945945945,.358,15.199324324324325,1.3243243243243243,4.16554054054054,3.8412162162162162,1.1486486486486487,0.7297297297297297,1.8918918918918919,2.391891891891892,0.17229729729729729,1728,3596,1728/3596,645,812,645/812,398,1113
8,117.0,Oysters,7,117.5,294,.463,.840,2.336734693877551,.391,16.336734693877553,1.0442176870748299,4.4727891156462585,3.9285714285714284,0.9081632653061225,0.43537414965986393,1.9319727891156462,2.248299319727891,0.1360544217687075,1746,3767,1746/3767,624,743,624/743,687,1755
9,111.0,螃蟹,11,108.0,310,.466,.780,1.729032258064516,.378,15.248387096774193,1.4741935483870967,4.887096774193548,3.5258064516129033,0.8387096774193549,0.4,1.9193548387096775,2.306451612903226,0.25483870967741934,1756,3766,1756/3766,679,871,679/871,536,1418
10,101.0,STaNo. 1水嫩嫩鮭魚生魚片,10,112.5,333,.469,.758,1.5885885885885886,.367,16.27927927927928,1.2702702702702702,4.684684684684685,3.645645645645646,0.9429429429429429,0.5585585585585585,1.990990990990991,2.3423423423423424,0.15915915915915915,1966,4194,1966/4194,960,1267,960/1267,529,1443
11,96.5,翻車魚丸,9,113.5,318,.470*,.756,1.779874213836478,.387,15.138364779874214,1.2389937106918238,4.443396226415095,2.490566037735849,0.7987421383647799,0.6163522012578616,1.5723270440251573,2.220125786163522,0.15723270440251572,1774,3774,1774/3774,700,926,700/926,566,1461
12,96.0,透抽,14,80.0,287,.470*,.787,1.6062717770034842,.372*,16.550522648083625,1.0174216027874565,4.2682926829268295,3.5853658536585367,0.8292682926829268,0.6236933797909407,2.0278745644599305,2.2195121951219514,0.14634146341463414,1679,3576,1679/3576,931,1183,931/1183,461,1238
13,94.0,鯉魚王,12,96.5,310,.453,.794*,1.8451612903225807,.372*,13.829032258064515,1.2580645161290323,4.209677419354839,3.0709677419354837,1.0774193548387097,0.6548387096774193,1.6064516129032258,2.4,0.12903225806451613,1522,3362,1522/3362,671,845,671/845,572,1537
14,87.0,Mermaid,13,94.0,308,.467,.832,1.3766233766233766,.345,14.321428571428571,1.4155844155844155,4.14935064935065,3.1136363636363638,0.8116883116883117,0.7694805194805194,1.7564935064935066,2.3993506493506493,0.14935064935064934,1564,3349,1564/3349,859,1033,859/1033,424,1228
15,84.0,Sea Cucumber,15,78.5,300,.468,.767,1.6933333333333334,.374,15.416666666666666,1.0633333333333332,4.58,3.44,0.8033333333333333,0.4866666666666667,2.0966666666666667,2.243333333333333,0.16666666666666666,1691,3612,1691/3612,735,958,735/958,508,1360
16,80.0,吻仔魚去頭去尾留中段,16,75.0,280,.486,.784,1.2428571428571429,.341,14.364285714285714,1.0785714285714285,3.857142857142857,2.9,0.7178571428571429,0.7071428571428572,1.6785714285714286,1.8821428571428571,0.11785714285714285,1473,3028,1473/3028,728,929,728/929,348,1022
