,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,144.0,Sea Horse,1,149.0,369,.483,0.79,1.897018970189702,.383,17.680216802168022,1.2845528455284554,5.035230352303523,3.4200542005420056,0.948509485094851,0.6097560975609756,2.013550135501355,2.059620596205962,0.16531165311653118,2481,5137,2481/5137,862,1091,862/1091,700,1828
2,134.5,JS Shrimp,2,130.5,358,.475*,0.7859999999999999,1.8659217877094971,.381,16.70949720670391,1.3603351955307263,4.737430167597766,3.67877094972067,0.835195530726257,0.6229050279329609,1.9385474860335195,2.293296089385475,0.2206703910614525,2162,4547,2162/4547,990,1259,990/1259,668,1754
3,132.0,Shark,5,126.5,352,.495,0.812,1.4090909090909092,.368,16.650568181818183,1.2102272727272727,4.454545454545454,3.9886363636363638,1.0710227272727273,0.6306818181818182,1.7897727272727273,2.315340909090909,0.15056818181818182,2170,4380,2170/4380,1025,1263,1025/1263,496,1349
4,129.5,Sponge,4,128.5,364,.475*,0.785,1.9065934065934067,.391,15.618131868131869,0.9917582417582418,4.752747252747253,3.2747252747252746,0.8901098901098901,0.7445054945054945,1.9120879120879122,2.1675824175824174,0.14835164835164835,2041,4293,2041/4293,909,1158,909/1158,694,1776
5,129.0,Sea Urchin,3,129.5,370,.503,0.775,0.918918918918919,.386,13.716216216216216,1.5432432432432432,4.518918918918919,3.9162162162162164,0.9432432432432433,0.6216216216216216,1.8702702702702703,2.2054054054054055,0.17567567567567569,1891,3760,1891/3760,953,1230,953/1230,340,880
6,121.0,Sea Weed,7,117.5,354,.482,0.787,1.310734463276836,.360,15.192090395480227,1.3785310734463276,4.27683615819209,3.8587570621468927,1.1355932203389831,0.7146892655367232,1.8502824858757063,2.3700564971751414,0.1807909604519774,2062,4275,2062/4275,790,1004,790/1004,464,1290
7,119.0,Oysters,8,115.0,344,.462,0.8390000000000001,2.3430232558139537,.392,16.29360465116279,1.0261627906976745,4.424418604651163,3.9563953488372094,0.9244186046511628,0.43023255813953487,1.9244186046511629,2.2122093023255816,0.13662790697674418,2031,4395,2031/4395,737,878,737/878,806,2058
8,117.5,Little Whale,8,115.0,355,.474*,0.8140000000000001,1.6788732394366197,.380,14.929577464788732,1.1690140845070423,4.343661971830986,2.9859154929577465,0.9154929577464789,0.7549295774647887,1.5436619718309859,2.064788732394366,0.09295774647887324,1918,4049,1918/4049,868,1066,868/1066,596,1570
9,107.0,螃蟹,11,105.0,359,.469*,0.769,1.649025069637883,.372*,15.384401114206128,1.5376044568245126,4.9025069637883005,3.5041782729805013,0.871866295264624,0.4428969359331476,1.916434540389972,2.350974930362117,0.27298050139275765,2062,4394,2062/4394,807,1049,807/1049,592,1590
10,106.0,STaNo. 1水嫩嫩鮭魚生魚片,6,119.0,389,.474*,0.767,1.6195372750642674,.370*,16.655526992287918,1.3033419023136248,4.727506426735219,3.6375321336760926,0.922879177377892,0.5501285347043702,1.9974293059125965,2.316195372750643,0.17480719794344474,2355,4970,2355/4970,1139,1485,1139/1485,630,1705
11,101.0,翻車魚丸,12,103.5,369,.467,0.752,1.7100271002710028,.377,15.151761517615176,1.2737127371273713,4.6016260162601625,2.7018970189701896,0.8373983739837398,0.6233062330623306,1.6476964769647697,2.2249322493224932,0.17344173441734417,2071,4438,2071/4438,818,1088,818/1088,631,1673
12,94.5,鯉魚王,10,106.0,371,.454,0.802,1.9002695417789757,.372*,14.035040431266847,1.1940700808625337,4.196765498652291,3.0970350404312668,1.1212938005390836,0.6388140161725068,1.6091644204851752,2.4150943396226414,0.12398921832884097,1834,4043,1834/4043,834,1040,834/1040,705,1893
13,89.5,Mermaid,13,93.0,365,.469*,0.833,1.3917808219178083,.345,14.536986301369863,1.3863013698630138,4.153424657534247,3.1506849315068495,0.8054794520547945,0.7616438356164383,1.8082191780821917,2.361643835616438,0.14246575342465753,1884,4018,1884/4018,1030,1237,1030/1237,508,1472
14,85.5,透抽,15,76.0,341,.472,0.7809999999999999,1.598240469208211,.370*,16.627565982404693,0.9941348973607038,4.258064516129032,3.560117302052786,0.8269794721407625,0.6510263929618768,2.0410557184750733,2.2375366568914954,0.1436950146627566,2023,4284,2023/4284,1079,1382,1079/1382,545,1474
15,80.0,吻仔魚去頭去尾留中段,16,72.5,318,.485,0.784,1.2138364779874213,.331,14.528301886792454,1.069182389937107,3.8647798742138364,2.9874213836477987,0.7295597484276729,0.7075471698113207,1.669811320754717,1.9339622641509433,0.12578616352201258,1696,3500,1696/3500,842,1074,842/1074,386,1166
16,78.0,Sea Cucumber,14,81.5,361,.468,0.7709999999999999,1.6759002770083102,.367,15.498614958448753,1.074792243767313,4.515235457063712,3.518005540166205,0.7950138504155124,0.5623268698060941,2.0997229916897506,2.2409972299168976,0.16897506925207756,2038,4359,2038/4359,914,1186,914/1186,605,1649
