,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,161.0,Sea Horse,1,160.0,96,.471,.785,1.90625,.394,17.427083333333332,1.34375,5.072916666666667,3.4479166666666665,0.9166666666666666,0.6041666666666666,2.0,1.8645833333333333,0.21875,621,1319,621/1319,248,316,248/316,183,465
2,146.0,Little Whale,2,132.0,87,.474,.817,2.2528735632183907,.409,17.2183908045977,1.160919540229885,4.712643678160919,2.9885057471264367,0.8620689655172413,0.7816091954022989,1.5862068965517242,2.0804597701149423,0.13793103448275862,546,1151,546/1151,210,257,210/257,196,479
3,130.0,螃蟹,3,129.0,94,.457,.764,1.7659574468085106,.377,16.0531914893617,1.2446808510638299,5.361702127659575,4.26595744680851,1.0425531914893618,0.39361702127659576,2.234042553191489,2.4574468085106385,0.3404255319148936,550,1203,550/1203,243,318,243/318,166,440
4,125.5,Sponge,4,126.5,98,.465*,.774,1.7142857142857142,.344,16.775510204081634,1.1326530612244898,5.122448979591836,3.295918367346939,0.9591836734693877,0.8163265306122449,2.142857142857143,2.2857142857142856,0.1836734693877551,611,1314,611/1314,254,328,254/328,168,489
5,123.0,Sea Urchin,5,121.5,95,.521,.753,1.063157894736842,.433,14.305263157894737,1.2,4.978947368421053,3.568421052631579,1.0,0.8631578947368421,1.9789473684210526,2.4842105263157896,0.14736842105263157,498,955,498/955,262,348,262/348,101,233
6,115.5,Sea Weed,6,118.5,100,.465*,.773*,1.3,.330,14.46,1.27,4.17,3.7,0.95,0.71,1.97,2.3,0.2,551,1184,551/1184,214,277,214/277,130,394
7,112.0,Oysters,7,112.0,94,.453,.822,2.276595744680851,.375,15.74468085106383,1.0638297872340425,4.26595744680851,3.702127659574468,0.7978723404255319,0.4574468085106383,1.946808510638298,2.372340425531915,0.1276595744680851,534,1179,534/1179,198,241,198/241,214,571
8,109.0,Sea Cucumber,11,104.0,90,.466,.779,1.6,.361*,15.744444444444444,1.2444444444444445,4.866666666666666,3.588888888888889,0.8111111111111111,0.5,2.2,2.511111111111111,0.2,515,1105,515/1105,243,312,243/312,144,399
9,107.0,Mermaid,10,107.0,95,.462*,.849,1.5052631578947369,.361*,14.357894736842105,1.2210526315789474,3.8842105263157896,3.042105263157895,1.0210526315789474,0.9263157894736842,1.9052631578947368,2.442105263157895,0.09473684210526316,481,1041,481/1041,259,305,259/305,143,396
10,104.0,Shark,11,104.0,95,.462*,.832,1.263157894736842,.372*,13.726315789473684,1.1894736842105262,4.010526315789473,3.389473684210526,1.1578947368421053,0.631578947368421,1.431578947368421,2.473684210526316,0.06315789473684211,483,1046,483/1046,218,262,218/262,120,323
11,103.5,透抽,7,112.0,96,.484,.773*,1.4895833333333333,.374,15.71875,1.0104166666666667,4.40625,3.1666666666666665,0.84375,0.53125,2.0104166666666665,2.2604166666666665,0.14583333333333334,545,1127,545/1127,276,357,276/357,143,382
12,101.0,STaNo. 1水嫩嫩鮭魚生魚片,9,109.0,99,.464,.742,1.6363636363636365,.362,16.646464646464647,1.0505050505050506,4.262626262626263,3.525252525252525,0.898989898989899,0.40404040404040403,1.878787878787879,2.242424242424242,0.13131313131313133,598,1288,598/1288,290,391,290/391,162,447
13,93.0,JS Shrimp,14,80.5,83,.449,.705,1.3734939759036144,.329,14.855421686746988,1.783132530120482,4.891566265060241,3.433734939759036,0.8313253012048193,0.5542168674698795,2.1325301204819276,2.3855421686746987,0.26506024096385544,446,993,446/993,227,322,227/322,114,346
14,87.0,鯉魚王,13,97.0,98,.444,.750,1.5612244897959184,.357,12.704081632653061,1.2346938775510203,4.408163265306122,3.0510204081632653,1.0816326530612246,0.5408163265306123,1.663265306122449,2.5408163265306123,0.14285714285714285,444,1001,444/1001,204,272,204/272,153,428
15,81.0,吻仔魚去頭去尾留中段,15,78.0,89,.476,.772,1.247191011235955,.337,13.067415730337078,1.101123595505618,3.8764044943820224,2.1797752808988764,0.7752808988764045,0.6853932584269663,1.4831460674157304,1.9550561797752808,0.07865168539325842,423,889,423/889,206,267,206/267,111,329
16,69.5,翻車魚丸,16,77.0,101,.451,.756,1.7722772277227723,.372*,14.099009900990099,0.9702970297029703,3.6534653465346536,2.8316831683168315,0.7128712871287128,0.4158415841584158,1.7227722772277227,2.267326732673267,0.09900990099009901,505,1120,505/1120,235,311,235/311,179,481
