,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,148.5,Sea Horse,1,151.0,241,.473*,0.789,2.024896265560166,.390,17.900414937759336,1.2282157676348548,5.186721991701245,3.3692946058091287,0.9045643153526971,0.6224066390041494,1.9170124481327802,1.979253112033195,0.17012448132780084,1621,3426,1621/3426,584,740,584/740,488,1252
2,137.0,Sponge,3,128.0,233,.474,0.774,1.871244635193133,.387*,15.67381974248927,1.0600858369098713,4.824034334763948,3.1459227467811157,0.9227467811158798,0.7939914163090128,1.8969957081545064,2.1459227467811157,0.1630901287553648,1327,2800,1327/2800,562,726,562/726,436,1128
3,135.5,Little Whale,2,139.0,244,.473*,0.8059999999999999,1.7827868852459017,.387*,15.344262295081966,1.1926229508196722,4.487704918032787,3.127049180327869,0.9426229508196722,0.8155737704918032,1.5573770491803278,2.110655737704918,0.11475409836065574,1356,2865,1356/2865,597,741,597/741,435,1123
4,128.0,Sea Urchin,4,127.0,247,.501,0.775,0.8947368421052632,.387*,13.765182186234817,1.5101214574898785,4.708502024291498,3.8461538461538463,0.9109311740890689,0.7125506072874493,1.8866396761133604,2.340080971659919,0.17813765182186234,1248,2489,1248/2489,683,881,683/881,221,571
5,127.0,Sea Weed,5,121.5,229,.477,0.794,1.3580786026200873,.359,14.995633187772926,1.3231441048034935,4.043668122270742,3.912663755458515,1.1790393013100438,0.7205240174672489,1.9126637554585153,2.2401746724890828,0.18340611353711792,1316,2759,1316/2759,491,618,491/618,311,866
6,127.0,Oysters,6,118.5,231,.465,0.8320000000000001,2.311688311688312,.394,16.134199134199132,1.025974025974026,4.3852813852813854,3.813852813852814,0.8701298701298701,0.4155844155844156,1.8614718614718615,2.242424242424242,0.1341991341991342,1354,2910,1354/2910,485,583,485/583,534,1355
7,121.5,螃蟹,7,115.5,229,.463*,0.7909999999999999,1.7860262008733625,.373,15.641921397379912,1.4410480349344978,4.96943231441048,3.703056768558952,0.8951965065502183,0.38427947598253276,2.0262008733624453,2.3275109170305677,0.2576419213973799,1311,2833,1311/2833,551,697,551/697,409,1097
8,115.0,JS Shrimp,8,113.0,230,.467,0.773,1.708695652173913,.369,15.843478260869565,1.508695652173913,4.808695652173913,3.5391304347826087,0.7913043478260869,0.6652173913043479,1.9434782608695653,2.356521739130435,0.24782608695652175,1323,2835,1323/2835,605,783,605/783,393,1064
9,114.0,Shark,9,112.5,232,.482,0.812,1.3922413793103448,.368,15.422413793103448,1.1637931034482758,4.370689655172414,3.685344827586207,1.0474137931034482,0.6853448275862069,1.7025862068965518,2.4827586206896552,0.1206896551724138,1320,2738,1320/2738,615,757,615/757,323,878
10,102.5,透抽,13,95.5,225,.481,0.782,1.6222222222222222,.380*,16.915555555555557,1.04,4.262222222222222,3.582222222222222,0.8311111111111111,0.6044444444444445,2.062222222222222,2.2666666666666666,0.1511111111111111,1351,2809,1351/2809,739,945,739/945,365,961
11,97.0,鯉魚王,11,102.0,246,.451,0.7829999999999999,1.7886178861788617,.372,13.878048780487806,1.3130081300813008,4.235772357723577,2.9715447154471546,1.0975609756097562,0.5975609756097561,1.6260162601626016,2.2886178861788617,0.12601626016260162,1209,2681,1209/2681,556,710,556/710,440,1182
12,93.5,STaNo. 1水嫩嫩鮭魚生魚片,10,109.0,260,.464,0.752,1.5192307692307692,.364*,15.6,1.2038461538461538,4.5346153846153845,3.669230769230769,0.9153846153846154,0.5346153846153846,1.9846153846153847,2.246153846153846,0.15,1479,3189,1479/3189,703,935,703/935,395,1086
13,91.0,Mermaid,12,98.5,246,.460,0.8290000000000001,1.3983739837398375,.350,13.979674796747968,1.451219512195122,4.142276422764228,2.959349593495935,0.8455284552845529,0.8170731707317073,1.7195121951219512,2.4186991869918697,0.13821138211382114,1214,2640,1214/2640,667,805,667/805,344,982
14,81.0,吻仔魚去頭去尾留中段,15,75.0,219,.484,0.785,1.2968036529680365,.344,14.264840182648403,1.08675799086758,3.835616438356164,2.7899543378995433,0.7808219178082192,0.6575342465753424,1.6986301369863013,1.8904109589041096,0.1095890410958904,1137,2347,1137/2347,566,721,566/721,284,826
15,75.0,Sea Cucumber,16,70.0,227,.463*,0.763,1.6167400881057268,.364*,15.061674008810572,1.0352422907488987,4.599118942731278,3.4317180616740086,0.7444933920704846,0.4713656387665198,2.0704845814977975,2.2290748898678414,0.16299559471365638,1252,2705,1252/2705,548,718,548/718,367,1008
16,74.5,翻車魚丸,14,92.0,254,.457,0.755,1.7598425196850394,.380*,14.362204724409448,1.1456692913385826,4.051181102362205,2.440944881889764,0.7362204724409449,0.5826771653543307,1.515748031496063,2.251968503937008,0.12992125984251968,1337,2928,1337/2928,527,698,527/698,447,1177
