,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,154.0,Sea Horse,1,156.0,132,.469,0.785,2.0,.392,17.53030303030303,1.3257575757575757,4.984848484848484,3.4242424242424243,0.946969696969697,0.5909090909090909,2.037878787878788,1.9924242424242424,0.19696969696969696,861,1835,861/1835,328,418,328/418,264,673
2,147.0,Little Whale,3,128.5,118,.473,0.809,2.1016949152542375,.404,16.508474576271187,1.1694915254237288,4.669491525423729,3.2457627118644066,0.8983050847457628,0.8389830508474576,1.6271186440677967,2.042372881355932,0.1440677966101695,712,1505,712/1505,276,341,276/341,248,614
3,130.0,Sea Urchin,5,125.5,125,.508,0.778,0.992,.419,14.08,1.312,5.032,3.752,0.912,0.84,2.04,2.448,0.176,636,1253,636/1253,364,468,364/468,124,296
4,126.5,Sea Weed,2,129.0,133,.468*,0.7829999999999999,1.3233082706766917,.344,14.31578947368421,1.3909774436090225,4.18796992481203,3.4661654135338344,1.1578947368421053,0.7142857142857143,1.8195488721804511,2.2330827067669174,0.21052631578947367,725,1548,725/1548,278,355,278/355,176,511
5,122.0,螃蟹,6,123.0,126,.454,0.753,1.8253968253968254,.376,15.896825396825397,1.2380952380952381,5.182539682539683,4.111111111111111,1.0158730158730158,0.40476190476190477,2.134920634920635,2.4206349206349205,0.2857142857142857,736,1621,736/1621,301,400,301/400,230,612
6,119.5,Sponge,4,126.0,124,.466,0.754,1.8064516129032258,.364*,16.306451612903224,1.1451612903225807,5.112903225806452,3.2338709677419355,0.9516129032258065,0.8548387096774194,2.064516129032258,2.2903225806451615,0.18548387096774194,743,1593,743/1593,312,414,312/414,224,616
7,115.5,Sea Cucumber,9,106.5,117,.476,0.79,1.5726495726495726,.365,15.931623931623932,1.2136752136752136,4.9743589743589745,3.547008547008547,0.7692307692307693,0.5555555555555556,2.2222222222222223,2.358974358974359,0.18803418803418803,678,1425,678/1425,324,410,324/410,184,504
8,111.0,透抽,7,113.5,129,.489,0.774,1.6046511627906976,.383,16.41860465116279,1.062015503875969,4.325581395348837,3.4108527131782944,0.8992248062015504,0.5426356589147286,2.062015503875969,2.2093023255813953,0.15503875968992248,765,1565,765/1565,381,492,381/492,207,540
9,105.5,Oysters,8,107.5,127,.451,0.815,2.1653543307086616,.364*,15.5748031496063,1.062992125984252,4.448818897637795,3.826771653543307,0.84251968503937,0.4409448818897638,1.9606299212598426,2.4015748031496065,0.14960629921259844,728,1613,728/1613,247,303,247/303,275,755
10,99.5,Mermaid,10,104.5,129,.460*,0.828,1.4186046511627908,.353,13.713178294573643,1.302325581395349,3.9844961240310077,3.046511627906977,1.0155038759689923,0.9069767441860465,1.744186046511628,2.395348837209302,0.11627906976744186,625,1359,625/1359,336,406,336/406,183,519
11,98.0,STaNo. 1水嫩嫩鮭魚生魚片,11,103.5,133,.462,0.732,1.6616541353383458,.363,16.36842105263158,1.1278195488721805,4.330827067669173,3.691729323308271,0.9548872180451128,0.49624060150375937,1.9774436090225564,2.2481203007518795,0.12781954887218044,792,1714,792/1714,372,508,372/508,221,609
12,97.5,Shark,13,96.5,125,.468*,0.8270000000000001,1.288,.360,13.776,1.216,4.168,3.408,1.128,0.624,1.528,2.512,0.08,647,1383,647/1383,267,323,267/323,161,447
13,97.0,JS Shrimp,12,98.5,120,.453,0.735,1.475,.333,15.191666666666666,1.6583333333333334,4.925,3.5083333333333333,0.8083333333333333,0.6083333333333333,2.1083333333333334,2.375,0.25833333333333336,666,1470,666/1470,314,427,314/427,177,531
14,92.0,鯉魚王,14,93.5,128,.449,0.775,1.6875,.364,13.78125,1.2109375,4.3828125,3.0703125,1.140625,0.5625,1.765625,2.5078125,0.140625,617,1374,617/1374,314,405,314/405,216,594
15,79.5,吻仔魚去頭去尾留中段,16,73.5,117,.478,0.76,1.188034188034188,.329,13.136752136752136,1.1452991452991452,3.786324786324786,2.4786324786324787,0.7692307692307693,0.7008547008547008,1.4871794871794872,1.829059829059829,0.09401709401709402,561,1173,561/1173,276,363,276/363,139,422
16,73.5,翻車魚丸,15,82.5,136,.460*,0.746,1.6397058823529411,.368,14.044117647058824,1.036764705882353,3.838235294117647,2.6323529411764706,0.7426470588235294,0.5073529411764706,1.661764705882353,2.1911764705882355,0.11764705882352941,698,1518,698/1518,291,390,291/390,223,606
