,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,148.0,Sea Horse,1,156.5,143,.469,0.7859999999999999,2.034965034965035,.396,17.622377622377623,1.3006993006993006,4.965034965034965,3.4265734265734267,0.916083916083916,0.5944055944055944,1.972027972027972,1.993006993006993,0.18181818181818182,938,2002,938/2002,353,449,353/449,291,734
2,144.5,Little Whale,2,140.0,132,.475,0.8059999999999999,1.9924242424242424,.397,16.25,1.143939393939394,4.613636363636363,3.257575757575758,0.8939393939393939,0.8181818181818182,1.643939393939394,2.0984848484848486,0.13636363636363635,787,1657,787/1657,308,382,308/382,263,662
3,127.5,Sea Urchin,3,129.5,134,.504,0.78,0.9477611940298507,.411,13.865671641791044,1.4029850746268657,5.007462686567164,3.716417910447761,0.8955223880597015,0.8059701492537313,2.014925373134328,2.4477611940298507,0.17164179104477612,670,1329,670/1329,391,501,391/501,127,309
4,126.0,Sponge,6,122.0,132,.470,0.748,1.7878787878787878,.366*,16.12121212121212,1.143939393939394,5.128787878787879,3.1515151515151514,0.9772727272727273,0.8863636363636364,2.0303030303030303,2.242424242424242,0.19696969696969696,786,1673,786/1673,320,428,320/428,236,645
5,124.0,Sea Weed,4,126.0,138,.472,0.782,1.3478260869565217,.342,14.644927536231885,1.4130434782608696,4.166666666666667,3.471014492753623,1.1521739130434783,0.717391304347826,1.826086956521739,2.253623188405797,0.21014492753623187,772,1637,772/1637,291,372,291/372,186,544
6,120.0,螃蟹,5,123.0,134,.453,0.757,1.791044776119403,.369,15.76865671641791,1.2686567164179106,5.208955223880597,4.208955223880597,1.0522388059701493,0.4253731343283582,2.111940298507463,2.425373134328358,0.2835820895522388,778,1718,778/1718,317,419,317/419,240,651
7,117.0,透抽,7,116.0,139,.491,0.773,1.6474820143884892,.387,16.62589928057554,1.0287769784172662,4.323741007194244,3.5107913669064748,0.8920863309352518,0.5971223021582733,2.0575539568345325,2.172661870503597,0.15827338129496402,830,1692,830/1692,422,546,422/546,229,592
8,106.0,Shark,10,100.0,134,.477*,0.8240000000000001,1.2761194029850746,.363,14.044776119402986,1.2014925373134329,4.1940298507462686,3.425373134328358,1.126865671641791,0.6119402985074627,1.5671641791044777,2.4925373134328357,0.07462686567164178,710,1490,710/1490,291,353,291/353,171,471
9,105.5,Oysters,8,109.5,137,.449,0.8270000000000001,2.153284671532847,.366*,15.510948905109489,1.0583941605839415,4.481751824817518,3.7883211678832116,0.8321167883211679,0.43795620437956206,1.9343065693430657,2.394160583941606,0.145985401459854,776,1727,776/1727,278,336,278/336,295,806
10,103.0,Sea Cucumber,13,88.5,124,.471,0.7829999999999999,1.564516129032258,.358,15.790322580645162,1.1612903225806452,4.975806451612903,3.524193548387097,0.7661290322580645,0.5564516129032258,2.2338709677419355,2.3225806451612905,0.1774193548387097,712,1513,712/1513,340,434,340/434,194,542
11,102.0,STaNo. 1水嫩嫩鮭魚生魚片,9,107.5,145,.461,0.741,1.6896551724137931,.370,16.16551724137931,1.089655172413793,4.317241379310345,3.6620689655172414,0.9310344827586207,0.4827586206896552,2.013793103448276,2.282758620689655,0.12413793103448276,849,1843,849/1843,401,541,401/541,245,663
12,99.5,JS Shrimp,11,99.5,130,.458*,0.736,1.5153846153846153,.343,15.353846153846154,1.6846153846153846,4.923076923076923,3.546153846153846,0.8,0.6307692307692307,2.1076923076923078,2.423076923076923,0.2692307692307692,732,1599,732/1599,335,455,335/455,197,575
13,97.0,Mermaid,12,98.5,139,.456,0.8170000000000001,1.410071942446043,.353,13.661870503597122,1.3021582733812949,3.985611510791367,3.035971223021583,1.0071942446043165,0.8705035971223022,1.7194244604316546,2.381294964028777,0.11510791366906475,669,1467,669/1467,365,447,365/447,196,556
14,92.5,鯉魚王,15,88.0,134,.455,0.778,1.6791044776119404,.368*,13.865671641791044,1.1940298507462686,4.350746268656716,3.044776119402985,1.126865671641791,0.5522388059701493,1.7611940298507462,2.5,0.1417910447761194,657,1445,657/1445,319,410,319/410,225,612
15,80.5,吻仔魚去頭去尾留中段,16,75.0,124,.477*,0.762,1.1935483870967742,.330,13.209677419354838,1.1612903225806452,3.7983870967741935,2.5483870967741935,0.7661290322580645,0.6935483870967742,1.4516129032258065,1.7983870967741935,0.10483870967741936,601,1259,601/1259,288,378,288/378,148,449
16,75.0,翻車魚丸,13,88.5,148,.458*,0.738,1.614864864864865,.368*,14.222972972972974,1.0945945945945945,3.9121621621621623,2.5878378378378377,0.7432432432432432,0.5608108108108109,1.6486486486486487,2.222972972972973,0.12162162162162163,767,1674,767/1674,332,450,332/450,239,649
