,New Total Points,Team Name,Old Rank,Old Total Points,GP*,FG%,FT%,3PTM_x,3PT%,PTS,OREB,DREB,AST,ST,BLK,TO,PF,DD,FGM分子,FGM分母,FGM/A*,FTM分子,FTM分母,FTM/A*,3PTM_y,3PTA*
1,143.0,Sea Horse,1,143.0,315,.477,.787,1.9301587301587302,.377,17.914285714285715,1.234920634920635,5.152380952380953,3.4126984126984126,0.9174603174603174,0.6095238095238096,1.926984126984127,2.0476190476190474,0.16825396825396827,2140,4482,2140/4482,755,959,755/959,608,1612
2,131.5,Sea Urchin,3,129.5,317,.503,.774,0.9211356466876972,.390*,13.990536277602523,1.5394321766561514,4.555205047318612,3.996845425867508,0.9369085173501577,0.6624605678233438,1.886435331230284,2.2870662460567823,0.1829652996845426,1644,3268,1644/3268,855,1104,855/1104,292,749
3,130.0,Sponge,2,130.5,310,.472,.783,1.8935483870967742,.388,15.648387096774194,1.0064516129032257,4.77741935483871,3.196774193548387,0.8741935483870967,0.7709677419354839,1.8741935483870968,2.1580645161290324,0.15161290322580645,1747,3699,1747/3699,770,984,770/984,587,1512
4,125.5,JS Shrimp,5,123.5,308,.471*,.780,1.8409090909090908,.383,16.285714285714285,1.4253246753246753,4.623376623376624,3.5551948051948052,0.814935064935065,0.6233766233766234,1.9188311688311688,2.25974025974026,0.2305194805194805,1809,3842,1809/3842,831,1066,831/1066,567,1481
5,125.5,Shark,6,120.5,297,.488,.814*,1.393939393939394,.364,16.333333333333332,1.2087542087542087,4.457912457912458,4.026936026936027,1.0336700336700337,0.6363636363636364,1.771043771043771,2.3333333333333335,0.15151515151515152,1793,3674,1793/3674,851,1045,851/1045,414,1138
6,125.0,Little Whale,4,125.5,313,.475,.814*,1.7348242811501597,.385*,15.124600638977636,1.1469648562300319,4.396166134185304,3.0191693290734825,0.9169329073482428,0.805111821086262,1.5175718849840256,2.0958466453674123,0.09904153354632587,1707,3591,1707/3591,777,954,777/954,543,1410
7,119.5,Sea Weed,7,119.5,299,.481,.794*,1.334448160535117,.357,15.173913043478262,1.31438127090301,4.1806020066889635,3.8862876254180603,1.1505016722408026,0.725752508361204,1.882943143812709,2.387959866220736,0.17725752508361203,1745,3625,1745/3625,648,816,648/816,399,1118
8,116.5,Oysters,8,115.0,296,.463,.840,2.3412162162162162,.390*,16.31081081081081,1.0405405405405406,4.472972972972973,3.918918918918919,0.9054054054054054,0.43243243243243246,1.929054054054054,2.239864864864865,0.13513513513513514,1755,3792,1755/3792,625,744,625/744,693,1775
9,110.0,螃蟹,11,107.0,312,.466,.778,1.7243589743589745,.378,15.275641025641026,1.4711538461538463,4.910256410256411,3.5416666666666665,0.8397435897435898,0.3974358974358974,1.9230769230769231,2.298076923076923,0.2564102564102564,1769,3796,1769/3796,690,887,690/887,538,1423
10,105.0,STaNo. 1水嫩嫩鮭魚生魚片,10,113.5,337,.470,.758,1.6142433234421365,.370,16.397626112759642,1.2640949554896141,4.682492581602374,3.6439169139465877,0.9406528189910979,0.5519287833827893,2.0,2.3323442136498516,0.16023738872403562,2003,4266,2003/4266,976,1287,976/1287,544,1470
11,98.5,翻車魚丸,9,114.5,326,.469,.759,1.7668711656441718,.385*,15.122699386503067,1.2239263803680982,4.432515337423313,2.5337423312883436,0.8159509202453987,0.6042944785276073,1.5828220858895705,2.223926380368098,0.15950920245398773,1817,3872,1817/3872,720,949,720/949,576,1496
12,96.0,透抽,14,82.5,292,.471*,.786,1.5993150684931507,.372*,16.589041095890412,1.0205479452054795,4.256849315068493,3.5719178082191783,0.8253424657534246,0.636986301369863,2.0205479452054793,2.2294520547945207,0.14726027397260275,1715,3642,1715/3642,947,1205,947/1205,467,1257
13,94.0,鯉魚王,12,97.0,310,.453,.794*,1.8451612903225807,.372*,13.829032258064515,1.2580645161290323,4.209677419354839,3.0709677419354837,1.0774193548387097,0.6548387096774193,1.6064516129032258,2.4,0.12903225806451613,1522,3362,1522/3362,671,845,671/845,572,1537
14,85.5,Mermaid,13,94.5,311,.467*,.833,1.3729903536977492,.344,14.366559485530546,1.4212218649517685,4.157556270096463,3.112540192926045,0.8102893890675241,0.77491961414791,1.7620578778135048,2.392282958199357,0.14790996784565916,1586,3395,1586/3395,869,1043,869/1043,427,1243
15,82.5,Sea Cucumber,15,78.0,306,.467*,.768,1.7026143790849673,.373,15.477124183006536,1.0588235294117647,4.578431372549019,3.454248366013072,0.8104575163398693,0.5098039215686274,2.104575163398693,2.241830065359477,0.16666666666666666,1729,3704,1729/3704,757,986,757/986,521,1398
16,80.0,吻仔魚去頭去尾留中段,16,74.0,281,.487,.781,1.2491103202846976,.340,14.409252669039146,1.0747330960854093,3.8647686832740216,2.9145907473309607,0.7224199288256228,0.7046263345195729,1.6761565836298933,1.8825622775800712,0.11743772241992882,1484,3049,1484/3049,730,935,730/935,351,1032
